Model_Name,Topology_Vect,Model_arch,LR,TopoDim_concat,TopoDim,Config_file,Augmentation,Augmentation_Type,Train_loss,Train_Acc,Val_Loss,Val_Acc
PI_IMG_49_TR_CONCAT_N_LR,pi_img,TR_img,0.0001,True,1,,0.3,topo,1.4881880886944858,"tensor(97.3455, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.2500, device='cuda:0', dtype=torch.float64)"
PI_IMG_49_TR_CONCAT_N_LR,pi_img,TR_img,0.0001,True,1,,0.5,all,1.4963344090975248,"tensor(96.5615, device='cuda:0', dtype=torch.float64)",0.0,"tensor(89.0800, device='cuda:0', dtype=torch.float64)"
PI_IMG_19_TBR_CONCAT_S_LR,pi_img,TBR_img,0.0001,True,1,,0.5,topo,1.481895494240981,"tensor(97.9508, device='cuda:0', dtype=torch.float64)",0.0,"tensor(91.4500, device='cuda:0', dtype=torch.float64)"
SILH_TBR_0_10,silh,TBR,0.0001,False,0,config/TBR_bc_small.json,0.5,non-topo,1.5055953842749965,"tensor(95.5862, device='cuda:0', dtype=torch.float64)",0.0,"tensor(89.3100, device='cuda:0', dtype=torch.float64)"
PI_IMG_52_TR_CONCAT_L_LR,pi_img,TR_img,0.0001,True,1,,0.3,topo,1.4845272787440906,"tensor(97.7018, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.3300, device='cuda:0', dtype=torch.float64)"
PI_IMG_37_TR_DIM1_S_LR,pi_img,TR_img,0.0001,False,1,,0.3,non-topo,1.50552732556083,"tensor(95.6673, device='cuda:0', dtype=torch.float64)",0.0,"tensor(86.2500, device='cuda:0', dtype=torch.float64)"
PI_IMG_52_TR_CONCAT_L_LR,pi_img,TR_img,0.0001,True,1,,0.5,all,1.4963965559005736,"tensor(96.5569, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.9500, device='cuda:0', dtype=torch.float64)"
PI_IMG_34_TR_DIM0_L_LR,pi_img,TR_img,0.0001,False,0,,0.5,topo,1.48276469039917,"tensor(97.8723, device='cuda:0', dtype=torch.float64)",0.0,"tensor(90.4000, device='cuda:0', dtype=torch.float64)"
SILH_TBR_2DIM_9,silh,TBR,0.0001,True,0,config/TBR_bc_2dim_small.json,0.5,non-topo,1.5104637443835918,"tensor(95.1138, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.8800, device='cuda:0', dtype=torch.float64)"
PIV_0_TBR_6,pi_v,TBR,0.0001,False,0,config/TBR_piv.json,0.3,topo,1.5279515140013262,"tensor(93.3745, device='cuda:0', dtype=torch.float64)",0.0,"tensor(84.9000, device='cuda:0', dtype=torch.float64)"
PI_IMG_37_TR_DIM1_S_LR,pi_img,TR_img,0.0001,False,1,,0.5,topo,1.4869772124510543,"tensor(97.4708, device='cuda:0', dtype=torch.float64)",0.0,"tensor(90.2500, device='cuda:0', dtype=torch.float64)"
PIV_0_TBR_6,pi_v,TBR,0.0001,False,0,config/TBR_piv.json,0.5,all,1.4896686163388766,"tensor(97.1738, device='cuda:0', dtype=torch.float64)",0.0,"tensor(90.3700, device='cuda:0', dtype=torch.float64)"
PIV_0_TR_17,pi_v,TR,0.0001,False,0,config/TBR_piv.json,0.3,topo,1.5365207702810113,"tensor(92.5109, device='cuda:0', dtype=torch.float64)",0.0,"tensor(84.0200, device='cuda:0', dtype=torch.float64)"
PI_IMG_49_TR_CONCAT_N_LR,pi_img,TR_img,0.0001,True,1,,0.3,non-topo,1.4881880886944858,"tensor(97.3455, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.2500, device='cuda:0', dtype=torch.float64)"
SILH_TBR_10,silh,TBR,0.0001,False,1,config/TBR_bc_small.json,0.5,non-topo,1.523181574513362,"tensor(93.8477, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.3200, device='cuda:0', dtype=torch.float64)"
PIV_0_TR_17,pi_v,TR,0.0001,False,0,config/TBR_piv.json,0.5,all,1.5142607730865478,"tensor(94.7292, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.5300, device='cuda:0', dtype=torch.float64)"
PIV_1_TBR_6,pi_v,TBR,0.0001,False,1,config/TBR_piv.json,0.3,topo,1.503266053789312,"tensor(95.8236, device='cuda:0', dtype=torch.float64)",0.0,"tensor(86.6700, device='cuda:0', dtype=torch.float64)"
PI_IMG_49_TR_CONCAT_N_LR,pi_img,TR_img,0.0001,True,1,,0.5,topo,1.4963344090975248,"tensor(96.5615, device='cuda:0', dtype=torch.float64)",0.0,"tensor(89.0800, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,0,config/TBR_bc_small.json,0.5,non-topo,1.5153250372666578,"tensor(94.6369, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.9300, device='cuda:0', dtype=torch.float64)"
PIV_1_TR_17,pi_v,TR,0.0001,False,1,config/TBR_piv.json,0.3,topo,1.5061128980983387,"tensor(95.5618, device='cuda:0', dtype=torch.float64)",0.0,"tensor(86.8600, device='cuda:0', dtype=torch.float64)"
PI_IMG_52_TR_CONCAT_L_LR,pi_img,TR_img,0.0001,True,1,,0.3,non-topo,1.4845039432872424,"tensor(97.6836, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.3900, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,1,config/TBR_bc_small.json,0.5,non-topo,1.513417026725182,"tensor(94.8215, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.1800, device='cuda:0', dtype=torch.float64)"
PIV_1_TBR_6,pi_v,TBR,0.0001,False,1,config/TBR_piv.json,0.5,all,1.5044651744108934,"tensor(95.7538, device='cuda:0', dtype=torch.float64)",0.0,"tensor(89.4800, device='cuda:0', dtype=torch.float64)"
PIV_1_TR_17,pi_v,TR,0.0001,False,1,config/TBR_piv.json,0.5,all,1.5018168716724103,"tensor(95.9785, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.9600, device='cuda:0', dtype=torch.float64)"
SILH_TBR_0_10,silh,TBR,0.0001,False,0,config/TBR_bc_small.json,0.3,topo,1.505971798289906,"tensor(95.5400, device='cuda:0', dtype=torch.float64)",0.0,"tensor(86.3700, device='cuda:0', dtype=torch.float64)"
PI_IMG_52_TR_CONCAT_L_LR,pi_img,TR_img,0.0001,True,1,,0.5,topo,1.4983456047644983,"tensor(96.3615, device='cuda:0', dtype=torch.float64)",0.0,"tensor(89.3200, device='cuda:0', dtype=torch.float64)"
PIV_0_TBR_6,pi_v,TBR,0.0001,False,0,config/TBR_piv.json,0.3,non-topo,1.5516574885108254,"tensor(90.9891, device='cuda:0', dtype=torch.float64)",0.0,"tensor(82.7800, device='cuda:0', dtype=torch.float64)"
SILH_TBR_0_10,silh,TBR,0.0001,False,0,config/TBR_bc_small.json,0.5,all,1.5055953842749965,"tensor(95.5862, device='cuda:0', dtype=torch.float64)",0.0,"tensor(89.3100, device='cuda:0', dtype=torch.float64)"
PIV_0_TBR_6,pi_v,TBR,0.0001,False,0,config/TBR_piv.json,0.5,topo,1.4896686163388766,"tensor(97.1738, device='cuda:0', dtype=torch.float64)",0.0,"tensor(90.3700, device='cuda:0', dtype=torch.float64)"
SILH_TBR_2DIM_9,silh,TBR,0.0001,True,0,config/TBR_bc_2dim_small.json,0.5,all,1.5104637443835918,"tensor(95.1138, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.8800, device='cuda:0', dtype=torch.float64)"
PIV_0_TR_17,pi_v,TR,0.0001,False,0,config/TBR_piv.json,0.3,non-topo,1.5365207702810113,"tensor(92.5109, device='cuda:0', dtype=torch.float64)",0.0,"tensor(84.0200, device='cuda:0', dtype=torch.float64)"
PIV_0_TR_17,pi_v,TR,0.0001,False,0,config/TBR_piv.json,0.5,topo,1.5142607730865478,"tensor(94.7292, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.5300, device='cuda:0', dtype=torch.float64)"
SILH_TBR_10,silh,TBR,0.0001,False,1,config/TBR_bc_small.json,0.5,all,1.523181574513362,"tensor(93.8477, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.3200, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,0,config/TBR_bc_small.json,0.5,all,1.5153250372666578,"tensor(94.6369, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.9300, device='cuda:0', dtype=torch.float64)"
PIV_1_TBR_6,pi_v,TBR,0.0001,False,1,config/TBR_piv.json,0.3,non-topo,1.503266053789312,"tensor(95.8236, device='cuda:0', dtype=torch.float64)",0.0,"tensor(86.6700, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,1,config/TBR_bc_small.json,0.5,all,1.513417026725182,"tensor(94.8215, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.1800, device='cuda:0', dtype=torch.float64)"
PIV_1_TR_17,pi_v,TR,0.0001,False,1,config/TBR_piv.json,0.3,non-topo,1.5061128980983387,"tensor(95.5618, device='cuda:0', dtype=torch.float64)",0.0,"tensor(86.8600, device='cuda:0', dtype=torch.float64)"
SILH_TBR_2DIM_9,silh,TBR,0.0001,True,0,config/TBR_bc_2dim_small.json,0.3,topo,1.5208046721545132,"tensor(94.0855, device='cuda:0', dtype=torch.float64)",0.0,"tensor(85.9400, device='cuda:0', dtype=torch.float64)"
SILH_TBR_0_10,silh,TBR,0.0001,False,0,config/TBR_bc_small.json,0.3,non-topo,1.515332610390403,"tensor(94.6655, device='cuda:0', dtype=torch.float64)",0.0,"tensor(85.8600, device='cuda:0', dtype=torch.float64)"
SILH_TBR_10,silh,TBR,0.0001,False,1,config/TBR_bc_small.json,0.3,topo,1.526449397954074,"tensor(93.5491, device='cuda:0', dtype=torch.float64)",0.0,"tensor(85.2000, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,0,config/TBR_bc_small.json,0.3,topo,1.4956545786944302,"tensor(96.5982, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.7700, device='cuda:0', dtype=torch.float64)"
PIV_1_TBR_6,pi_v,TBR,0.0001,False,1,config/TBR_piv.json,0.5,topo,1.497854082591717,"tensor(96.3708, device='cuda:0', dtype=torch.float64)",0.0,"tensor(89.3900, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,1,config/TBR_bc_small.json,0.3,topo,1.521608482690291,"tensor(94.0127, device='cuda:0', dtype=torch.float64)",0.0,"tensor(85.1700, device='cuda:0', dtype=torch.float64)"
SILH_TBR_2DIM_9,silh,TBR,0.0001,True,0,config/TBR_bc_2dim_small.json,0.3,non-topo,1.5404773660139603,"tensor(92.0927, device='cuda:0', dtype=torch.float64)",0.0,"tensor(84.2800, device='cuda:0', dtype=torch.float64)"
PIV_1_TR_17,pi_v,TR,0.0001,False,1,config/TBR_piv.json,0.5,topo,1.5018168716724103,"tensor(95.9785, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.9600, device='cuda:0', dtype=torch.float64)"
SILH_TBR_0_10,silh,TBR,0.0001,False,0,config/TBR_bc_small.json,0.5,topo,1.5055953842749965,"tensor(95.5862, device='cuda:0', dtype=torch.float64)",0.0,"tensor(89.3100, device='cuda:0', dtype=torch.float64)"
SILH_TBR_10,silh,TBR,0.0001,False,1,config/TBR_bc_small.json,0.3,non-topo,1.526449397954074,"tensor(93.5491, device='cuda:0', dtype=torch.float64)",0.0,"tensor(85.2000, device='cuda:0', dtype=torch.float64)"
SILH_TBR_2DIM_9,silh,TBR,0.0001,True,0,config/TBR_bc_2dim_small.json,0.5,topo,1.5104637443835918,"tensor(95.1138, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.8800, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,0,config/TBR_bc_small.json,0.3,non-topo,1.4956545786944302,"tensor(96.5982, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.7700, device='cuda:0', dtype=torch.float64)"
SILH_TBR_10,silh,TBR,0.0001,False,1,config/TBR_bc_small.json,0.5,topo,1.523181574513362,"tensor(93.8477, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.3200, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,0,config/TBR_bc_small.json,0.5,topo,1.5153250372666578,"tensor(94.6369, device='cuda:0', dtype=torch.float64)",0.0,"tensor(87.9300, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,1,config/TBR_bc_small.json,0.3,non-topo,1.521608482690291,"tensor(94.0127, device='cuda:0', dtype=torch.float64)",0.0,"tensor(85.1700, device='cuda:0', dtype=torch.float64)"
SILH_TR_9,silh,TR,0.0001,False,1,config/TBR_bc_small.json,0.5,topo,1.513417026725182,"tensor(94.8215, device='cuda:0', dtype=torch.float64)",0.0,"tensor(88.1800, device='cuda:0', dtype=torch.float64)"
